row_id,customer_id,customer_name,segment
321,NM-18445,Nathan Mautz,Home Office
322,NM-18445,Nathan Mautz,Home Office
323,FA-14230,Frank Atkinson,Corporate
324,GK-14620,Grace Kelly,Corporate
325,GK-14620,Grace Kelly,Corporate
326,DJ-13510,Don Jones,Corporate
327,PO-18850,Patrick O'Brill,Consumer
328,PO-18850,Patrick O'Brill,Consumer
329,PO-18850,Patrick O'Brill,Consumer
330,PO-18850,Patrick O'Brill,Consumer
331,PO-18850,Patrick O'Brill,Consumer
332,JL-15850,John Lucas,Consumer
333,JL-15850,John Lucas,Consumer
334,JL-15850,John Lucas,Consumer
335,DB-13615,Doug Bickford,Consumer
336,DB-13615,Doug Bickford,Consumer
337,DB-13615,Doug Bickford,Consumer
338,AC-10420,Alyssa Crouse,Corporate
339,AC-10420,Alyssa Crouse,Corporate
340,KL-16645,Ken Lonsdale,Consumer
341,JD-15895,Jonathan Doherty,Corporate
342,JD-15895,Jonathan Doherty,Corporate
343,JD-15895,Jonathan Doherty,Corporate
344,JD-15895,Jonathan Doherty,Corporate
345,CS-12130,Chad Sievert,Consumer
346,CC-12550,Clay Cheatham,Consumer
347,TD-20995,Tamara Dahlen,Consumer
348,TD-20995,Tamara Dahlen,Consumer
349,TD-20995,Tamara Dahlen,Consumer
350,AB-10060,Adam Bellavance,Home Office
351,AB-10060,Adam Bellavance,Home Office
352,AB-10060,Adam Bellavance,Home Office
353,AB-10060,Adam Bellavance,Home Office
354,AB-10060,Adam Bellavance,Home Office
355,JL-15505,Jeremy Lonsdale,Consumer
356,JL-15505,Jeremy Lonsdale,Consumer
357,JL-15505,Jeremy Lonsdale,Consumer
358,JL-15505,Jeremy Lonsdale,Consumer
359,HK-14890,Heather Kirkland,Corporate
360,VB-21745,Victoria Brennan,Corporate
361,VB-21745,Victoria Brennan,Corporate
362,KW-16435,Katrina Willman,Consumer
363,KW-16435,Katrina Willman,Consumer
364,KW-16435,Katrina Willman,Consumer
365,KW-16435,Katrina Willman,Consumer
366,JD-16060,Julia Dunbar,Consumer
367,MK-17905,Michael Kennedy,Corporate
368,MK-17905,Michael Kennedy,Corporate
369,MK-17905,Michael Kennedy,Corporate
370,MK-17905,Michael Kennedy,Corporate
371,GT-14755,Guy Thornton,Consumer
372,GT-14755,Guy Thornton,Consumer
373,AG-10900,Arthur Gainer,Consumer
374,AG-10900,Arthur Gainer,Consumer
375,AG-10900,Arthur Gainer,Consumer
376,AG-10900,Arthur Gainer,Consumer
377,MM-18280,Muhammed MacIntyre,Corporate
378,AR-10405,Allen Rosenblatt,Corporate
379,RA-19915,Russell Applegate,Consumer
380,RA-19915,Russell Applegate,Consumer
381,RA-19915,Russell Applegate,Consumer
382,AS-10285,Alejandro Savely,Corporate
383,AS-10285,Alejandro Savely,Corporate
384,LA-16780,Laura Armstrong,Corporate
385,DO-13435,Denny Ordway,Consumer
386,DO-13435,Denny Ordway,Consumer
387,DK-13225,Dean Katz,Corporate
388,DK-13225,Dean Katz,Corporate
389,NG-18430,Nathan Gelder,Consumer
390,MV-18190,Mike Vittorini,Consumer
391,MV-18190,Mike Vittorini,Consumer
392,JG-15115,Jack Garza,Consumer
393,JG-15115,Jack Garza,Consumer
394,BP-11095,Bart Pistole,Corporate
395,VP-21730,Victor Preis,Home Office
396,SS-20140,Saphhira Shifley,Corporate
397,SS-20140,Saphhira Shifley,Corporate
398,HP-14815,Harold Pawlan,Home Office
399,AG-10675,Anna Gayman,Consumer
400,AG-10675,Anna Gayman,Consumer
401,AG-10675,Anna Gayman,Consumer
402,AG-10675,Anna Gayman,Consumer
403,LF-17185,Luke Foster,Consumer
404,SP-20650,Stephanie Phelps,Corporate
405,RF-19840,Roy Französisch,Consumer
406,KH-16510,Keith Herrera,Consumer
407,KH-16510,Keith Herrera,Consumer
408,KH-16510,Keith Herrera,Consumer
409,KH-16510,Keith Herrera,Consumer
410,KH-16510,Keith Herrera,Consumer
411,KH-16510,Keith Herrera,Consumer
412,KH-16510,Keith Herrera,Consumer
413,KH-16510,Keith Herrera,Consumer
414,KH-16510,Keith Herrera,Consumer
415,KC-16675,Kimberly Carter,Corporate
416,KC-16675,Kimberly Carter,Corporate
417,CJ-12010,Caroline Jumper,Consumer
418,PB-19150,Philip Brown,Consumer
419,VB-21745,Victoria Brennan,Corporate
420,SP-20860,Sung Pak,Corporate
421,SP-20860,Sung Pak,Corporate
422,JE-15745,Joel Eaton,Consumer
423,MP-17965,Michael Paige,Corporate
424,MP-17965,Michael Paige,Corporate
425,NF-18385,Natalie Fritzler,Consumer
426,JM-15265,Janet Molinari,Corporate
427,JM-15265,Janet Molinari,Corporate
428,SD-20485,Shirley Daniels,Home Office
429,KH-16630,Ken Heidel,Corporate
430,RB-19795,Ross Baird,Home Office
431,RB-19795,Ross Baird,Home Office
432,RB-19795,Ross Baird,Home Office
433,RB-19795,Ross Baird,Home Office
434,DB-13060,Dave Brooks,Consumer
435,MK-18160,Mike Kennedy,Consumer
436,MK-18160,Mike Kennedy,Consumer
437,PO-19180,Philisse Overcash,Home Office
438,PO-19180,Philisse Overcash,Home Office
439,BB-11545,Brenda Bowman,Corporate
440,CV-12805,Cynthia Voltz,Corporate
441,PK-19075,Pete Kriz,Consumer
442,PK-19075,Pete Kriz,Consumer
443,PK-19075,Pete Kriz,Consumer
444,PK-19075,Pete Kriz,Consumer
445,PK-19075,Pete Kriz,Consumer
446,PK-19075,Pete Kriz,Consumer
447,TB-21595,Troy Blackwell,Consumer
448,RB-19360,Raymond Buch,Consumer
449,RB-19360,Raymond Buch,Consumer
450,RB-19360,Raymond Buch,Consumer
451,RB-19360,Raymond Buch,Consumer
452,RB-19360,Raymond Buch,Consumer
453,RB-19360,Raymond Buch,Consumer
454,EB-13705,Ed Braxton,Corporate
455,EB-13705,Ed Braxton,Corporate
456,KH-16630,Ken Heidel,Corporate
457,SC-20095,Sanjit Chand,Consumer
458,NF-18385,Natalie Fritzler,Consumer
459,NF-18385,Natalie Fritzler,Consumer
460,JH-15985,Joseph Holt,Consumer
461,JH-15985,Joseph Holt,Consumer
462,JH-15985,Joseph Holt,Consumer
463,TN-21040,Tanja Norvell,Home Office
464,TN-21040,Tanja Norvell,Home Office
465,TN-21040,Tanja Norvell,Home Office
466,TN-21040,Tanja Norvell,Home Office
467,TN-21040,Tanja Norvell,Home Office
468,JS-15940,Joni Sundaresam,Home Office
469,DS-13180,David Smith,Corporate
470,CC-12670,Craig Carreira,Consumer
471,MH-17785,Maya Herman,Corporate
472,JP-15520,Jeremy Pistek,Consumer
473,JP-15520,Jeremy Pistek,Consumer
474,JP-15520,Jeremy Pistek,Consumer
475,JP-15520,Jeremy Pistek,Consumer
476,JP-15520,Jeremy Pistek,Consumer
477,JP-15520,Jeremy Pistek,Consumer
478,KH-16690,Kristen Hastings,Corporate
479,JE-15475,Jeremy Ellison,Consumer
480,JG-15805,John Grady,Corporate
481,JG-15805,John Grady,Corporate
482,XP-21865,Xylona Preis,Consumer
483,EM-14065,Erin Mull,Consumer
484,EM-14065,Erin Mull,Consumer
485,MT-18070,Michelle Tran,Home Office
486,MT-18070,Michelle Tran,Home Office
487,MT-18070,Michelle Tran,Home Office
488,SA-20830,Sue Ann Reed,Consumer
489,CW-11905,Carl Weiss,Home Office
490,CW-11905,Carl Weiss,Home Office
491,CW-11905,Carl Weiss,Home Office
492,AJ-10960,Astrea Jones,Consumer
493,AJ-10960,Astrea Jones,Consumer
494,SS-20590,Sonia Sunley,Consumer
495,RO-19780,Rose O'Brian,Consumer
496,MD-17350,Maribeth Dona,Consumer
497,SC-20095,Sanjit Chand,Consumer
498,SC-20095,Sanjit Chand,Consumer
499,SC-20095,Sanjit Chand,Consumer
500,SC-20095,Sanjit Chand,Consumer
501,MY-17380,Maribeth Yedwab,Corporate
502,MY-17380,Maribeth Yedwab,Corporate
503,MY-17380,Maribeth Yedwab,Corporate
504,MY-17380,Maribeth Yedwab,Corporate
505,MY-17380,Maribeth Yedwab,Corporate
506,EB-13705,Ed Braxton,Corporate
507,CM-12385,Christopher Martinez,Consumer
508,CM-12385,Christopher Martinez,Consumer
509,CM-12385,Christopher Martinez,Consumer
510,CM-12385,Christopher Martinez,Consumer
511,LS-17245,Lynn Smith,Consumer
512,LS-17245,Lynn Smith,Consumer
513,LF-17185,Luke Foster,Consumer
514,BN-11515,Bradley Nguyen,Consumer
515,BN-11515,Bradley Nguyen,Consumer
516,AD-10180,Alan Dominguez,Home Office
517,AD-10180,Alan Dominguez,Home Office
518,AD-10180,Alan Dominguez,Home Office
519,AD-10180,Alan Dominguez,Home Office
520,DB-13210,Dean Braden,Consumer
521,DB-13210,Dean Braden,Consumer
522,DB-13210,Dean Braden,Consumer
523,MC-17605,Matt Connell,Corporate
524,LH-17155,Logan Haushalter,Consumer
525,LH-17155,Logan Haushalter,Consumer
526,BD-11605,Brian Dahlen,Consumer
527,PH-18790,Patricia Hirasaki,Home Office
528,PH-18790,Patricia Hirasaki,Home Office
529,MG-18145,Mike Gockenbach,Consumer
530,MG-18145,Mike Gockenbach,Consumer
531,MG-18145,Mike Gockenbach,Consumer
532,KB-16240,Karen Bern,Corporate
533,JC-15340,Jasper Cacioppo,Consumer
534,RL-19615,Rob Lucas,Consumer
535,RL-19615,Rob Lucas,Consumer
536,AA-10375,Allen Armold,Consumer
537,EP-13915,Emily Phan,Consumer
538,MP-17470,Mark Packer,Home Office
539,DK-12985,Darren Koutras,Consumer
540,DK-12985,Darren Koutras,Consumer
541,BD-11500,Bradley Drucker,Consumer
542,ES-14080,Erin Smith,Corporate
543,LM-17065,Liz MacKendrick,Consumer
544,PG-18895,Paul Gonzalez,Consumer
545,PG-18895,Paul Gonzalez,Consumer
546,PG-18895,Paul Gonzalez,Consumer
547,AS-10135,Adrian Shami,Home Office
548,AS-10135,Adrian Shami,Home Office
549,DK-13225,Dean Katz,Corporate
550,DK-13225,Dean Katz,Corporate
551,DK-13225,Dean Katz,Corporate
552,BD-11320,Bill Donatelli,Consumer
553,RC-19960,Ryan Crowe,Consumer
554,GT-14710,Greg Tran,Consumer
555,DK-13225,Dean Katz,Corporate
556,AJ-10945,Ashley Jarboe,Consumer
557,OT-18730,Olvera Toch,Consumer
558,OT-18730,Olvera Toch,Consumer
559,OT-18730,Olvera Toch,Consumer
560,LP-17080,Liz Pelletier,Consumer
561,LP-17080,Liz Pelletier,Consumer
562,CA-12775,Cynthia Arntzen,Consumer
563,CA-12775,Cynthia Arntzen,Consumer
564,JF-15490,Jeremy Farry,Consumer
565,JF-15490,Jeremy Farry,Consumer
566,FP-14320,Frank Preis,Consumer
567,EB-13840,Ellis Ballard,Corporate
568,EB-13840,Ellis Ballard,Corporate
569,EB-13840,Ellis Ballard,Corporate
570,EB-13840,Ellis Ballard,Corporate
571,JF-15415,Jennifer Ferguson,Consumer
572,JF-15415,Jennifer Ferguson,Consumer
573,JF-15415,Jennifer Ferguson,Consumer
574,JF-15415,Jennifer Ferguson,Consumer
575,SF-20200,Sarah Foster,Consumer
576,TG-21640,Trudy Glocke,Consumer
577,TG-21640,Trudy Glocke,Consumer
578,TG-21640,Trudy Glocke,Consumer
579,CS-11950,Carlos Soltero,Consumer
580,CS-11950,Carlos Soltero,Consumer
581,CC-12145,Charles Crestani,Consumer
582,DV-13465,Dianna Vittorini,Consumer
583,DV-13465,Dianna Vittorini,Consumer
584,DV-13465,Dianna Vittorini,Consumer
585,DV-13465,Dianna Vittorini,Consumer
586,DV-13465,Dianna Vittorini,Consumer
587,BD-11725,Bruce Degenhardt,Consumer
588,BD-11725,Bruce Degenhardt,Consumer
589,ZC-21910,Zuschuss Carroll,Consumer
590,ZC-21910,Zuschuss Carroll,Consumer
591,ZC-21910,Zuschuss Carroll,Consumer
592,ZC-21910,Zuschuss Carroll,Consumer
593,MS-17830,Melanie Seite,Consumer
594,MS-17830,Melanie Seite,Consumer
595,LR-16915,Lena Radford,Consumer
596,LR-16915,Lena Radford,Consumer
597,LR-16915,Lena Radford,Consumer
598,LR-16915,Lena Radford,Consumer
599,TP-21130,Theone Pippenger,Consumer
600,CK-12205,Chloris Kastensmidt,Consumer
601,CK-12205,Chloris Kastensmidt,Consumer
602,CK-12205,Chloris Kastensmidt,Consumer
603,AS-10240,Alan Shonely,Consumer
604,AS-10240,Alan Shonely,Consumer
605,AS-10240,Alan Shonely,Consumer
606,AS-10240,Alan Shonely,Consumer
607,AS-10240,Alan Shonely,Consumer
608,AR-10510,Andrew Roberts,Consumer
609,AR-10510,Andrew Roberts,Consumer
610,AR-10510,Andrew Roberts,Consumer
611,NB-18655,Nona Balk,Corporate
612,NB-18655,Nona Balk,Corporate
613,GD-14590,Giulietta Dortch,Corporate
614,GD-14590,Giulietta Dortch,Corporate
615,CK-12595,Clytie Kelty,Consumer
616,CK-12595,Clytie Kelty,Consumer
617,NG-18355,Nat Gilpin,Corporate
618,NG-18355,Nat Gilpin,Corporate
619,NG-18355,Nat Gilpin,Corporate
620,NG-18355,Nat Gilpin,Corporate
621,NG-18355,Nat Gilpin,Corporate
622,CA-12265,Christina Anderson,Consumer
623,SF-20965,Sylvia Foulston,Corporate
624,SF-20965,Sylvia Foulston,Corporate
625,SF-20965,Sylvia Foulston,Corporate
626,SF-20965,Sylvia Foulston,Corporate
627,MO-17800,Meg O'Connel,Home Office
628,AT-10735,Annie Thurman,Consumer
629,LC-17140,Logan Currie,Consumer
630,LC-17140,Logan Currie,Consumer
631,FM-14380,Fred McMath,Consumer
632,FM-14380,Fred McMath,Consumer
633,FM-14380,Fred McMath,Consumer
634,BD-11605,Brian Dahlen,Consumer
635,BD-11605,Brian Dahlen,Consumer
636,DJ-13420,Denny Joy,Corporate
637,ME-17725,Max Engle,Consumer
638,ME-17725,Max Engle,Consumer
639,RB-19465,Rick Bensley,Home Office
640,RB-19465,Rick Bensley,Home Office
641,JD-16150,Justin Deggeller,Corporate
642,JL-15835,John Lee,Consumer
643,JL-15835,John Lee,Consumer
